String,Introduced,WHOIS Directory Service,Contacts
.trade,2014,https://whois.nic.trade/,"Elite Registry Limited (Famous Four Media;Elite Registry Limited (Famous Four Media;2nd Floor, Leisure Island Business Centre;Ocean Village, Gibraltar GX11 1AA;GI;Tel: 350 21650000;http://www.famousfourmedia.com/"
.trading,2014,https://whois.nic.trading/,"Chris Muscat;Dottrading Registry Limited;CANNON BRIDGE HOUSE25 DOWGATE HILL;London, London EC4R 2YA;GB;Tel: +44 20 7896 0011;dottrading.info"
.training,2013,http://whois.nic.training/,"Wild Willow, LLC;Wild Willow, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.travel,2005,http://whois.travel,http://www.travel.travel
.travelchannel,2015,https://whois.nic.travelchannel/,"Jennifer Wolfe;Lifestyle Domain Holdings, Inc.;9712 Sherrill Blvd.;Knoxville, Tennessee 37932;US;Tel: 0018656942700;Email: jwolfe@dotbrand360.agency;about.travelchannel"
.travelers,2015,https://whois.nic.travelers/,"Travelers TLD, LLC;One Tower Square;Hartford, Connecticut 06183;US;Tel: +1 860 277 5150;Email: ngtld-travelers@cscglobal.com;nic.travelers"
.travelersinsurance,2015,https://whois.nic.travelersinsurance/,"Travelers TLD, LLC;One Tower Square;Hartford, Connecticut 06183;US;Tel: +1 860 277 5150;Email: ngtld-travelers@cscglobal.com;nic.travelersinsurance"
.trust,2014,https://whois.nic.trust,"NCC Group Inc.;123 Mission Street, #900;San Francisco, CA 94105;US;Tel: +1 855-684-1212;https://nic.trust"
.trv,2015,https://whois.nic.trv/,"Travelers TLD, LLC;One Tower Square;Hartford, Connecticut 06183;US;Tel: +1 860 277 5150;Email: ngtld-travelers@cscglobal.com;nic.trv"
.tube,2015,https://whois.nic.tube/,"Jason Schaeffer;Latin American Telecom LLC;420 Fort Duquesne Boulevard, Suite 1900;Pittsburgh, Pennsylvania 15222;US;Tel: (267) 368-7474;Email: jason@tubegtld.com;www.tubegtld.com"
.tui,2014,https://whois.nic.tui/,"TUI AG;Karl-Wiechert-Allee 4;Hannover, Lower Saxony 30625;DE;Tel: +49.5115661111;Email: domain@tui.com;http://www.tuiregistry.com"
.tunes,2015,https://whois.nic.tunes/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +1 206 266 1000;Fax: +1 206 946 7702;Email: contacttunes@amazon.com;http://www.nic.tunes"
.tushu,2014,https://whois.nic.tushu/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +12062661000;Fax: +12069467702;Email: contacttushu@amazon.com;http://www.nic.tushu"
.tvs,2015,http://whois.nic.tvs/,"T V SUNDRAM IYENGAR & SONS LIMITED;TVS BUILDING7 B WEST VELI STREET;MADURAI, TAMIL NADU 625001;IN;Tel: +91 452 235 6418;http://www.tvs.in"
.ubank,2015,https://whois.nic.ubank/,"National Australia Bank Limited;Level 4, 800 Bourke Street;Docklands, Victoria VIC 3008;AU;Tel: +61386413500;Fax: +61386414927;Email: ngtld-ubank@cscinfo.com;https://www.ubank.com.au/"
.ubs,2014,https://whois.nic.ubs/,"UBS AG;Bahnhofstrasse 45;Zürich, Zürich 8098;CH;Tel: +41 442341111;http://www.ubs.com"
.uconnect,2015,https://whois.nic.uconnect/,"FCA US LLC.;1000 Chrysler Drive;Auburn Hills, Michigan 48326;US;Tel: (248) 512-2950;Fax: (248) 512-4053;Email: ngtld-fca@cscglobal.com;http://nic.uconnect"
.unicom,2015,https://whois.nic.unicom/,"China United Network Communications Corporation Limited;No. 21 Financial StreetXicheng District;Beijing, China 100033;CN;Tel: +86 1066 169 571;Fax: +86 1066 110 009;Email: zhouxm@chinaunicom.cn;http://www.chinaunicom.com"
.university,2014,http://whois.nic.university/,"Donuts Inc.;Little Station, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.uno,2013,https://whois.nic.uno/,"Desiree Boxberger;Dot Latin, LLC;208 W. 19th Street;Kansas City, Missouri 64108;US;Tel: +1.816.994.9324;Fax: +1.816.994.9333;Email: contact@nic.uno;http://nic.uno"
.uol,2014,http://whois.nic.uol/,"UBN INTERNET LTDA.(UOL);Av. Marcos Penteado Ulhoa Rodrigues, 700 - Parte;Santana do Parnaíba, São Paulo 06543-001;BR;Tel: +55 11 3038 8627;Fax: +55 11 3038 8202;http://www.uol.com.br"
.ups,2015,https://whois.nic.ups/,"UPS Market Driver, Inc.;55 Glenlake Parkway;Atlanta, Georgia 30328;US;Tel: +1 404-828-7121;Fax: +1 404-828-3116;Email: upsnewgtlds@cscinfo.com;http://nic.ups"
.vacations,2013,http://whois.nic.vacations/,"Atomic Tigers, LLC;Atomic Tigers, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.vana,2014,https://whois.nic.vana/,"Jennifer Wolfe;Lifestyle Domain Holdings, Inc.;9712 Sherrill Blvd.;Knoxville, Tennessee 37932;US;Tel: 0018656942700;Email: gtld@scrippsnetworks.com;about.vana"
.vanguard,2015,https://whois.nic.vanguard/,"The Vanguard Group, Inc.;100 Vanguard Boulevard;Malvern, Pennsylvania 19355;US;Tel: (610) 669-1000;Fax: (610) 503-5737;Email: ngtld-vanguard@cscinfo.com;http://nic.vanguard"
.vegas,2014,https://whois.nic.vegas/,"Dot Vegas, Inc;6325 S Jones Blvd., Suite 500;Las Vegas, Nevada 89118;US;Tel: (702) 366-9969;http://www.the.vegas"
.ventures,2013,http://whois.nic.ventures/,"Binky Lake, LLC;Binky Lake, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.verisign,2015,https://whois.nic.verisign/,"VeriSign, Inc.;12061 Bluemont Way;Reston, Virginia 20190;US;Tel: 1 703 948 3200;Email: info@verisign-grs.com;http://www.verisign.com"
.versicherung,2014,https://whois.nic.versicherung/,"dotversicherung-registry GmbH;dotversicherung-registry GmbH;Itzenbütteler Muehlenweg 35a;Bendestorf, Lower Saxony 21227;DE;Tel: +49 4183 77489 15;Fax: +49 4183 77489 19;Email: mp@dotversicherung.de;http://www.dotversicherung.de"
.vet,2014,http://whois.nic.vet/,"United TLD Holdco Ltd.;One Clarendon row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.viajes,2013,http://whois.nic.viajes/,"Black Madison, LLC;Black Madison, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.video,2014,http://whois.nic.video/,"United TLD Holdco Ltd.;One Clarendon Row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.vig,2015,https://whois.nic.vig/,"VIENNA INSURANCE GROUP AG Wiener Versicherung Gruppe;Schottenring 30;Vienna, Vienna 1010;AT;Tel: +4533886365;Fax: +4533886101;Email: vig@gtld.com;http://www.nic.vig"
.viking,2015,https://whois.nic.viking/,"Viking River Cruises (Bermuda) Ltd.;5700 Canoga AvenueSuite 200;Woodland Hills, California 91367;US;Tel: 01 818 227 1234;Fax: 01 818 594 8446;Email: vikingnewgtlds@cscinfo.com;http://www.vikingrivercruises.com"
.villas,2013,http://whois.nic.villas/,"New Sky, LLC;New Sky, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.vin,2015,https://whois.nic.vin/,"Donuts Inc.;Holly Shadow, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.vip,2015,https://whois.nic.vip/,"Minds + Machines Group Limited;32 Nassau Street;Dublin, . 2;IE;Tel: +353 (0)1 677 8933;mm-registry.com"
.virgin,2014,https://whois.nic.virgin/,"Victoria Wisener;Virgin Enterprises Limited;13-15 Cours de Rive;Geneva, Geneva 1204;CH;Tel: +14157388087;Fax: +14157388087;Email: victoria.wisener@virgin.com;nic.virgin"
.visa,2015,https://whois.nic.visa/,"Visa Worldwide Pte. Limited;71 Robinson Road Unit #09-01;Singapore, Singapore 068895;SG;Tel: +65 6437 5800;Fax: (650) 554-3980;Email: ngtld-visa@cscinfo.com;http://nic.visa"
.vision,2013,http://whois.nic.vision/,"Koko Station, LLC;Koko Station, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.vista,2014,https://whois.nic.vista/,"Vistaprint Limited;22 Victoria StreetCanon's Court;Hamilton, Bermuda HM12;BM;Tel: +4533886365;Fax: +4533886101;Email: vistaprint@gtld.com;http://www.nic.vista"
.vistaprint,2014,https://whois.nic.vistaprint/,"Vistaprint Limited;22 Victoria StreetCanon's Court;Hamilton, Bermuda HM12;BM;Tel: +4533886365;Fax: +4533886101;Email: vistaprint@gtld.com;http://www.nic.vistaprint"
.viva,2014,https://whois.nic.viva/,"Saudi Telecom Company;8214 Al Imam Saud Ibn Abdul Aziz Branch Road, Al MursalatPO Box 87912;Riyadh, Riyadh 11652;SA;Tel: +96614527000;Fax: +96614529005;Email: tas-stc-primary@centralnic.com;http://www.stc.com.sa"
.vivo,2015,https://whois.nic.vivo/,"Rafael Soares Gonçalves;Telefonica Brasil S.A.;Av. Engenheiro Luis Carlos Berrini, 1.376;Sao Paulo, SP 04571-936;BR;Tel: +55 11 3430-1084;Email: rafael.sgoncalves@telefonica.com;www.vivo.com.br"
.vlaanderen,2014,https://whois.nic.vlaanderen/,"DNS.be vzw (DNS Belgium vzw);Ubicenter, Philipssite 5, b 13;Leuven, Vlaams-Brabant 3001;BE;Tel: +32 16 28 49 70;Fax: +32 16 28 49 71;http://www.dnsbelgium.be"
.vodka,2013,https://whois.nic.vodka/,"Minds + Machines Group Limited;32 Nassau Street;Dublin, Leinster 2;IE;Tel: +353 (0)1 677 8933;mm-registry.com"
.volkswagen,2015,https://whois.nic.volkswagen/,"Volkswagen Group of America Inc.;2200 Ferdinand Porsche Dr.;Herndon, Virginia 20171;US;Tel: +1 703 364 7000;Fax: +1 703 364 7080;Email: dotvw@indeca.de;http://www.volkswagengroupamerica.com"
.volvo,2015,http://whois.nic.volvo/,"Volvo;Volvo Holding Sverige Aktiebolag;AB Volvo;Gothenburg, n/a 405 08;SE;Tel: +46 31 660000;http://nic.volvo"
.vote,2013,https://whois.nic.vote/,"Monolith Registry LLC;5940 South Rainbow Blvd;Las Vegas, NV 89118;US;Tel: 1 702 7010396;http://www.monolithregistry.org/"
.voting,2013,http://whois.nic.voting,"Valuetainment Corp.;Valuetainment Corp.;Wigaertlistrasse 7;Taegerwilen, 8274;CH;Tel: 41 71 6772020;http://www.nic.voting"
.voto,2013,https://whois.nic.voto/,"Monolith Registry LLC;5940 South Rainbow Blvd;Las Vegas, NV 89118;US;Tel: 1 702 7010396;http://www.monolithregistry.org/"
.voyage,2013,http://whois.nic.voyage/,"Ruby House, LLC;Ruby House, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.vuelos,2015,https://whois.nic.vuelos/,"Travel Reservations SRL;Travel Reservations SRL;Ruta 8 Kilometre 17,500Synergia Building, Office 101, Zonamerica;Montevideo, N/A 1600;UY;Tel: +54 11 4894 3500;Fax: +54 11 4894 3500;Email: gtldscontact@despegar.com;http://www.despegar.com"
.wales,2014,http://whois.nic.wales/,"Nominet UK;Nominet UK;Minerva House Edmund Halley Road;Oxford, Oxfordshire OX4 4DQ;GB;Tel: +44 1865 332211;Fax: +44 1865 332299;Email: nominet@nominet.org.uk;http://www.nominet.org.uk"
.walmart,2015,https://whois.nic.walmart/,"Wal-Mart Stores, Inc.;702 Southwest 8th Street;Bentonville, Arkansas 72716;US;Tel: 479 273 4505;Fax: 479 277 5991;Email: walmartregistries@fairwindspartners.com;http://www.walmartstores.com"
.walter,2014,https://whois.nic.walter/,"Sandvik AB;Klarabergsgatan 60;Stockholm, Stockholm 111 21;SE;Tel: +4533886365;Fax: +4533886101;Email: sandvik@gtld.com;http://www.nic.walter"
.wang,2013,https://whois.nic.wang/,"Zodiac Wang Limited;4th Floor Harbour Center;George Town, Grand Cayman KY1-1107;KY;Tel: +1 284 494 9820;www.nic.wang"
.wanggou,2014,https://whois.nic.wanggou/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +12062661000;Fax: +12069467702;Email: contactwanggou@amazon.com;http://www.nic.wanggou"
.warman,2015,https://whois.nic.warman/,"Weir Group IP Limited;1 West Regent Street;GLASGOW, GB G2 1RW;GB;Tel: +44 141 637 7111;Email: ngtld-warman@cscinfo.com;http://nic.warman"
.watch,2013,http://whois.nic.watch/,"Sand Shadow, LLC;Sand Shadow, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.watches,2014,https://whois.nic.watches/,"Richemont DNS Inc.;Hinterbergstrasse 22;Steinhausen, Geneva 6312;CH;Tel: +41 41 727 2303;Fax: +41 41 727 2356;Email: lorna.gradden.ri@valideus.com;http://nic.watches"
.weather,2015,https://whois.nic.weather/,"International Business Machines Corporation;300 Interstate North Parkway SE;Atlanta, Georgia 30339-2403;US;Tel: +1 770 226 0000;http://weather.com"
.weatherchannel,2015,http://whois.nic.weatherchannel/,"International Business Machines Corporation;300 Interstate North Parkway;Atlanta, Georgia 30339-2403;US;Tel: +1 770 226 0000;http://weather.com"
.webcam,2014,https://whois.nic.webcam/,"dot Webcam Limited;dot Webcam Limited;2nd Floor, Leisure Island Business Centre;Ocean Village, Gibraltar GX11 1AA;GI;Tel: 350 21650000;http://www.famousfourmedia.com/"
.weber,2015,http://whois.nic.weber/,"Saint-Gobain Weber SA;Rue de Brie;Servon, n/a 77170;FR;Tel: +33 1 60 62 13 00;http://nic.weber"
.website,2014,https://whois.nic.website/,"DotWebsite Inc. (Radix);F/19, BC1, Ras Al Khaimah FTZ, P.O Box # 16113;Ras Al Khaimah, Ras Al Khaimah 16113;AE;Tel: +1 415 449 4774;Email: contact@radixregistry.com;http://radixregistry.com/"
.wed,2013,https://whois.nic.wed/,"Ms. Maxine Pride;Atgron, Inc.;9435 Lorton Market St #174;Lorton, VA 22079;US;Tel: +1 3013750748;Email: info@atgron.wed;www.atgron.wed"
.wedding,2014,https://whois.nic.wedding/,"Minds + Machines Group Limited;32 Nassau Street;Dublin, . 2;IE;Tel: +353 (0)1 677 8933;mm-registry.com"
.weibo,2015,https://whois.nic.weibo/,"Sina Corporation;Floor 20, Ideal Int'l Plaza, No.58, West Of North Forth Ring Rd., Haidian;Beijing, Beijing 100080;CN;Tel: +86 10 82628888;Fax: +86 10 82607527;Email: register@staff.sina.com.cn;http://www.sina.com.cn"
.weir,2015,https://whois.nic.weir/,"Weir Group IP Limited;1 West Regent Street;GLASGOW, n/a G2 1RW;GB;Tel: +44 141 637 7111;Fax: +44 141 221 9789;Email: ngtld-weir@cscinfo.com;http://www.weir.co.uk/"
.whoswho,2014,https://whois.nic.whoswho/,"Who's Who Registry;33 Hysan Avenue/19th Fl./1901;Causeway Bay, - - - - - -;HK;Tel: +852 3050 9082;Email: info@domains.whoswho;domains.whoswho"
.wien,2013,https://whois.nic.wien/,"punkt.wien GmbH;punkt.wien GmbH;Matznergasse 17;Wien, Wien 1140;AT;Tel: 43198116777;Fax: +43198116111;Email: office@nic.wien;http://www.nic.wien"
.wiki,2013,https://whois.nic.wiki/,"Andrew Merriam;Top Level Design, LLC;742 Ocean Club Place;Fernandina Beach, Florida 32034;US;Tel: (503) 227-0611;Fax: +1 678-884-1468;Email: info@toplevel.design;http://toplevel.design"
.williamhill,2014,https://whois.nic.williamhill/,"William Hill Organization Limited;William Hill Organization Limited;Greenside House, 50 Station Road;London, London N22 7TP;GB;Tel: +44 0208 9183600;Fax: +44 0208 9183775;Email: domains@williamhill.com;http://www.williamhill.com"
.win,2014,https://whois.nic.win/,"First Registry Limited;First Registry Limited;6A Queensway;Gibraltar, Gibraltar GX11 1AA;GI;Tel: +350 216 50000;Fax: +350 200 510 71;Email: icanntas44@famousfourmedia.com;www.famousfourmedia.com"
.windows,2014,https://whois.nic.windows/,"Microsoft Corporation;One Microsoft Way;Redmond, Washington 98052-7329;US;Tel: +1 425 882 8080;Fax: +1 425 706 7329;Email: tlddom@microsoft.com;http://nic.windows"
.wine,2015,https://whois.nic.wine/,"Donuts Inc.;June Station, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.winners,2015,https://whois.nic.winners/,"The TJX Companies, Inc.;770 Cochituate Road;Framingham, Massachusetts 01701;US;Tel: 5083901000;Fax: 5083905022;Email: tjxregistries@fairwindspartners.com;http://www.tjx.com"
.wme,2014,https://whois.nic.wme/,"William Morris Endeavor Entertainment, LLC;9601 Wilshire Blvd 3rd Floor;Beverly Hills, California 90210;US;Tel: +1 310 859 4437;nic.wme"
.wolterskluwer,2015,https://whois.nic.wolterskluwer/,"Wolters Kluwer N.V.;Zuidpoolsingel 2;Alphen aan den Rijn, South Holland 2408 ZE;NL;Tel: +44 207 421 7790;http://nic.wolterskluwer"
.woodside,2015,https://whois.nic.woodside/,"Woodside Petroleum Limited;Woodside Plaza 240 St Georges Terrace;Perth, Western Australia 6000;AU;Tel: +61 8 9348 4000;Fax: +61 8 9214 2777;Email: ngtld-woodside@cscinfo.com;http://www.woodside.com.au"
.work,2013,https://whois.nic.work/,"Minds + Machines Group Limited;32 Nassau St;Dublin, Leinster 2;IE;Tel: +353 (0)1 677 8933;mm-registry.com"
.works,2013,http://whois.nic.works/,"Little Dynamite, LLC;Little Dynamite, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.world,2014,https://whois.nic.world/,"Donuts Inc.;Bitter Fields, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.wow,2015,https://whois.nic.wow/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactwow@amazon.com;http://www.nic.wow"
.wtc,2013,https://whois.nic.wtc/,"World Trade Centers Association, Inc.;World Trade Centers Association, Inc.;120 Broadway, Suite 3350;New York, NY 10271;US;Tel: (212) 432-2626;Fax: (212) 488-0064;http://www.wtca.org/"
.wtf,2014,http://whois.nic.wtf/,"Hidden Way, LLC (Donuts Inc.);Hidden Way, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.xbox,2014,https://whois.nic.xbox/,"Microsoft Corporation;One Microsoft Way;Redmond, Washington 98052-7329;US;Tel: +1 425 882 8080;Fax: +1 425 706 7329;Email: tlddom@microsoft.com;http://nic.xbox"
.xerox,2014,http://whois.nic.xerox/,"Xerox DNHC LLC;Xerox Corporation 45 Glover Avenue;Norwalk, Connecticut 06856-4505;US;Tel: + 1 203 968 3000;Fax: +1 203 849 2442;Email: usa.gtld@xerox.com;http://nic.xerox"
.xfinity,2015,https://whois.nic.xfinity/,"Comcast IP Holdings I, LLC;c/o Comcast Capital Corporation1201 North Market Street, Suite 100;Wilmington, Delaware 19801;US;Tel: +1 302 594 8710;Fax: +1 302 658 1600;Email: ngtld-comcast@cscglobal.com;http://nic.xfinity"
.xihuan,2015,https://whois.nic.xihuan/,"QIHOO 360 TECHNOLOGY CO. LTD.;R202, Block C1, Huitong Times PlazaNo. 71 Jianguo Road, Chaoyang District;Beijing, none 100025;CN;Tel: +86 10 5878 1524;Fax: +86 10 5878 1411;Email: newgtld@360.cn;http://www.360.cn"
.xin,2014,https://whois.nic.xin/,"Elegant Leader Limited;25/F JUBILEE CENTRE 18 FENWICK STREET WANCHAI HK;Hong Kong, Hong Kong no postal code;CN;Tel: +86 010 65985888;Fax: +86 (10)65985608;Email: icann.notice@service.alibaba.com;https://www.nic.xin"
xn--11b4c3d,2015,http://whois.nic.xn--11b4c3d/,"VeriSign Sarl;3 rue des Pilettes;Fribourg, Fribourg 1700;CH;Tel: (703) 925-6999;Fax: (703) 948-3978;Email: info@verisign-grs.com;http://www.verisigninc.com"
xn--1ck2e1b,2015,https://whois.nic.xn--1ck2e1b/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactsale@amazon.com;http://www.nic.xn--1ck2e1b"
xn--1qqw23a,2014,https://whois.nic.xn--1qqw23a/,"Tim Wu;Guangzhou YU Wei Information Technology Co., Ltd.(Guangzhou Yuwei);Room B, F/33, Guangzhou International Business Center, No 1 Linhe West Road, Tianhe District, Guangzhou City, Guangdong Province, China.;Guangzhou, Guangdong 510620;CN;Tel: 020-66222543;Fax: 020-66222864;www.nic.xn--1qqw23a/"
xn--30rr7y,2014,https://whois.nic.xn--30rr7y/,"Excellent First Limited;Offshore Incorporations (Cayman) Limited, Scotia Centre 4th Floor, PO Box 2804;George Town, Grand Cayman KY1-1112;KY;Tel: +85221228000;Fax: +85221228001;http://www.nic.xn--30rr7y"
xn--3bst00m,2013,https://whois.nic.xn--3bst00m/,"Eagle Horizon Limited;Scotia Centre,4th Floor,P.O.Box2804;George Town, Grand Cayman KY1-1107;KY;Tel: 0085223013834;www.nic.xn--3bst00m"
xn--3ds443g,2013,https://whois.nic.xn--3ds443g/,"TLD REGISTRY LIMITED;TLD Registry Limited (Dot Chinese Online);2 Grand Canal Square;Dublin, Dublin 2;IE;Tel: +353 1 254 4766;Email: registry@internetregistry.info;http://www.internetregistry.info"
xn--3oq18vl8pn36a,2015,https://whois.nic.大众汽车/,"Volkswagen (China) Investment Co., Ltd.;No. 3A, XiLiu Jie, Sanlitun RoadChaoyang District;Beijing, n / a 100027;CN;Tel: +86 10 6531 3000;Email: dotvcic@indeca.de;http://www.vw.com.cn"
xn--3pxu8k,2015,http://whois.nic.xn--3pxu8k/,"VeriSign Sarl;3 rue des Pilettes;Fribourg, Fribourg 1700;CH;Tel: (703) 925-6999;Fax: (703) 948-3978;Email: info@verisign-grs.com;http://www.verisigninc.com"
xn--42c2d9a,2015,http://whois.nic.xn--42c2d9a/,"VeriSign Sarl;3 rue des Pilettes;Fribourg, Fribourg 1700;CH;Tel: (703) 925-6999;Fax: (703) 948-3978;Email: info@verisign-grs.com;http://www.verisigninc.com"
xn--45q11c,2013,https://whois.nic.xn--45q11c/,"Zodiac Gemini Ltd;Start Chambers, Wickham's Cay II, P. O. Box 2221;Road Town, Tortola N/A;BV;Tel: +1 284 494 9820;www.nic.xn--45q11c"
xn--4gbrim,2013,https://whois.nic.xn--4gbrim/,"General Manager;Suhub Electronic Establishment;Gulf Center, Second Floor;Khobar, Eastern 31952;SA;Tel: 00966138980208;Fax: 00966138980208;Email: info@dotmawqe.com;www.dotmawqe.com"
xn--55qw42g,2013,https://whois.nic.公益/,"administrative;China Organizational Name Administration Center;Building 6, Compound 15, Xueyuan Nanlu, Haidian District, Beijing, China，100088;Beijing, Beijing 100088;CN;Tel: +8610-69001152;Fax: +8610-69001153;Email: conac-admin@conac.cn;http://www.conac.cn"
xn--55qx5d,2013,http://whois.nic.xn--55qx5d,"Computer Network Information Center of Chinese Academy of Sciences (China Internet Network Information Center);Computer Network Information Center of Chinese Academy of Sciences (China Internet Network Information Center);Floor 1, Building 1, Software Park, Chinese Academy of Sciences, 4 South 4th Street, Zhongguancun;Beijing, Beijing 100190;CN;Tel: 86 1058813000;http://www1.cnnic.cn/"
xn--5su34j936bgsg,2015,https://whois.nic.xn--5su34j936bgsg/,"Shangri‐La International Hotel Management Limited;28/F. Kerry Centre 683 King's Road, Quarry Bay Hong Kong HK;Hong Kong, n/a n/a;HK;Tel: +852 2599 3000;Fax: +852 2599 3131;Email: ngtld-shangrila1@cscinfo.com;http://www.shangri-la.com"
xn--5tzm5g,2014,https://whois.nic.网站/,"Global Website TLD Asia Limited;12/F, Daily House, 35-37 Haiphong Road, Tsim Sha Tsui;Hong Kong, Hong Kong HK;HK;Tel: +852 2244 7900;https://whois.nic.网站/"
xn--6frz82g,2013,https://whois.nic.xn--6frz82g/,"Afilias plc;4th Floor, International House, 3 Harbourmaster Pl., IFSC;Dublin, D01 K8F1;IE;Tel: + 35318541100;Fax: + 35317918569;Email: rlaplante@afilias.info;http://www.afilias.info/contact-us"
xn--6qq986b3xl,2013,https://whois.nic.xn--6qq986b3xl/,"Tycoon Treasure Limited;Scotia Centre,4th Floor,P.O.Box2804;George Town, Grand Cayman KY1-1107;KY;Tel: 0085223013834;www.nic.xn--6qq986b3xl"
xn--80adxhks,2013,https://whois.nic.xn--80adxhks/,"FAITID;Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID);2 bld 1, 3rd Khoroshevskaya str.;Moscow, Russian Federation 123308;RU;Tel: +7 495 7898207;Fax: +7 495 7377673;Email: adm.contact@faitid.org;http://www.faitid.org/"
xn--80aqecdr1a,2015,https://whois.nic.xn--80aqecdr1a/,"Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication);Via della Conciliazione 5;Città del Vaticano (Vatican City State), Vatican City State 00120;VA;Tel: 0039 06 698 84002;Fax: 0039 06 698 85173;Email: info.catholictld@spc.va;http://www.nic.catholic"
xn--80asehdb,2013,http://whois.nic.xn--80asehdb/,"CORE Association;CORE Association;29, route de Pré-Bois;Geneva, GE CH-1215;CH;Tel: +41 22 9295744;Fax: +41 22 9295745;Email: secretariat@corenic.org;http://дом.онлайн"
xn--80aswg,2013,https://whois.nic.xn--80aswg/,"CORE Association;CORE Association;World Trade Center II, 29, route de Pré-Bois;Geneva, Geneva ch-1215;CH;Tel: +41 22 9295744;Fax: +41 22 9295745;Email: secretariat@corenic.org;http://дом.сайт"
xn--8y0a063a,2015,https://whois.nic.联通/,"Zhou Xiaomin;China United Network Communications Corporation Limited;No. 21 Financial StreetXicheng District;Beijing, China 100033;CN;Tel: +86 1066 169 571;Fax: +86 1066 110 009;Email: zhouxm@chinaunicom.cn;http://www.chinaunicom.com"
xn--9dbq2a,2015,http://whois.nic.xn--9dbq2a/,"VeriSign Sarl;3 rue des Pilettes;Fribourg, Fribourg 1700;CH;Tel: (703) 925-6999;Fax: (703) 948-3978;Email: info@verisign-grs.com;http://www.verisigninc.com"
xn--9et52u,2014,https://whois.nic.xn--9et52u/,"RISE VICTORY LIMITED;201A, Wing On Plaza, 62 Mody Road, Tsimshatsui East, Kowloon, Hong Kong;Hongkong, Hong Kong 76036;CN;Tel: +85223012888;Fax: +85223693283;http://www.nic.xn--9et52u"
